t_ms,run_idx,sheet_idx,js_heap_used_mb,js_heap_total_mb,js_heap_limit_mb,wasm_heap_cv_mb,wasm_heap_yolo_mb,event_loop_lag_ms,cpu_load_proxy,platform,timestamp,session_label
0.0,1,0,214.58,214.58,1077.65,146.19,0.00,0.00,0.0000,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
102.5,1,0,214.58,214.58,1077.65,0.00,0.00,2.44,0.0244,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
283.7,1,0,214.58,214.58,1077.65,0.00,0.00,81.23,0.8123,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
464.9,1,1,214.58,214.58,1077.65,0.00,0.00,81.25,0.8125,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
645.9,1,1,214.58,214.58,1077.65,0.00,0.00,80.92,0.8092,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
826.4,1,2,214.58,214.58,1077.65,146.19,0.00,80.52,0.8052,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
927.4,1,2,214.58,214.58,1077.65,0.00,0.00,1.04,0.0104,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
1108.3,1,2,214.58,214.58,1077.65,0.00,0.00,80.86,0.8086,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
1289.3,1,3,214.58,214.58,1077.65,0.00,0.00,81.04,0.8104,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
1470.3,1,3,214.58,214.58,1077.65,0.00,0.00,81.02,0.8102,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
1650.8,1,4,214.58,214.58,1077.65,0.00,0.00,80.50,0.8050,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
1831.9,1,4,214.58,214.58,1077.65,0.00,0.00,81.02,0.8102,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
2012.7,1,5,214.58,214.58,1077.65,146.19,0.00,80.80,0.8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
2131.1,1,5,214.58,214.58,1077.65,0.00,0.00,18.48,0.1848,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
2312.5,1,5,214.58,214.58,1077.65,0.00,0.00,81.38,0.8137,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
2494.3,1,6,214.58,214.58,1077.65,0.00,0.00,81.84,0.8184,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
2674.8,1,6,214.58,214.58,1077.65,0.00,0.00,80.48,0.8048,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
2882.7,1,7,214.58,214.58,1077.65,146.19,0.00,107.86,1.0786,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
2983.1,1,7,214.58,214.58,1077.65,0.00,0.00,0.44,0.0044,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
3169.0,1,7,214.58,214.58,1077.65,0.00,0.00,85.85,0.8585,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
3349.7,1,8,214.58,214.58,1077.65,0.00,0.00,80.76,0.8076,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
3531.3,1,8,214.58,214.58,1077.65,0.00,0.00,81.58,0.8158,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:21:40.722Z,"batch-detect cv mobile n=179"
