t_ms,run_idx,sheet_idx,js_heap_used_mb,js_heap_total_mb,js_heap_limit_mb,wasm_heap_cv_mb,wasm_heap_yolo_mb,event_loop_lag_ms,cpu_load_proxy,platform,timestamp,session_label
0.2,1,0,214.58,214.58,1077.65,128.44,0.00,0.00,0.0000,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:01:14.757Z,"batch-detect yolocorner mobile n=179"
101.3,1,0,214.58,214.58,1077.65,128.44,0.00,1.15,0.0115,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:01:14.757Z,"batch-detect yolocorner mobile n=179"
226.2,1,0,214.58,214.58,1077.65,128.44,0.00,24.90,0.2490,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:01:14.757Z,"batch-detect yolocorner mobile n=179"
326.9,1,0,214.58,214.58,1077.65,128.44,0.00,0.72,0.0072,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:01:14.757Z,"batch-detect yolocorner mobile n=179"
427.7,1,0,214.58,214.58,1077.65,128.44,0.00,0.77,0.0077,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:01:14.757Z,"batch-detect yolocorner mobile n=179"
530.2,1,0,214.58,214.58,1077.65,0.00,0.00,2.49,0.0249,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:01:14.757Z,"batch-detect yolocorner mobile n=179"
713.8,1,1,214.58,214.58,1077.65,128.44,0.00,83.61,0.8361,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:01:14.757Z,"batch-detect yolocorner mobile n=179"
843.5,1,1,214.58,214.58,1077.65,128.44,0.00,29.73,0.2973,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:01:14.757Z,"batch-detect yolocorner mobile n=179"
984.4,1,1,214.58,214.58,1077.65,128.44,0.00,40.84,0.4084,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:01:14.757Z,"batch-detect yolocorner mobile n=179"
1085.6,1,1,214.58,214.58,1077.65,128.44,0.00,1.20,0.0120,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:01:14.757Z,"batch-detect yolocorner mobile n=179"
1189.8,1,1,214.58,214.58,1077.65,128.44,0.00,4.23,0.0423,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:01:14.757Z,"batch-detect yolocorner mobile n=179"
1291.0,1,1,214.58,214.58,1077.65,0.00,0.00,1.16,0.0116,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:01:14.757Z,"batch-detect yolocorner mobile n=179"
1474.0,1,2,214.58,214.58,1077.65,128.44,0.00,83.00,0.8300,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:01:14.757Z,"batch-detect yolocorner mobile n=179"
1643.8,1,2,214.58,214.58,1077.65,128.44,0.00,69.81,0.6981,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:01:14.757Z,"batch-detect yolocorner mobile n=179"
1778.2,1,2,214.58,214.58,1077.65,128.44,0.00,34.46,0.3446,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:01:14.757Z,"batch-detect yolocorner mobile n=179"
1879.9,1,2,214.58,214.58,1077.65,128.44,0.00,1.66,0.0166,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:01:14.757Z,"batch-detect yolocorner mobile n=179"
