t_ms,run_idx,sheet_idx,js_heap_used_mb,js_heap_total_mb,js_heap_limit_mb,wasm_heap_cv_mb,wasm_heap_yolo_mb,event_loop_lag_ms,cpu_load_proxy,platform,timestamp,session_label
0.0,1,0,214.58,214.58,1077.65,146.19,0.00,0.00,0.0000,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
102.0,1,0,214.58,214.58,1077.65,0.00,0.00,2.00,0.0200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
282.9,1,0,214.58,214.58,1077.65,0.00,0.00,80.88,0.8088,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
463.9,1,1,214.58,214.58,1077.65,0.00,0.00,81.00,0.8100,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
644.6,1,1,214.58,214.58,1077.65,0.00,0.00,80.68,0.8068,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
825.4,1,2,214.58,214.58,1077.65,0.00,0.00,80.84,0.8084,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
1007.0,1,2,214.58,214.58,1077.65,0.00,0.00,81.59,0.8159,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
1187.6,1,3,214.58,214.58,1077.65,146.19,0.00,80.54,0.8054,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
1348.3,1,3,214.58,214.58,1077.65,0.00,0.00,60.79,0.6079,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
1529.5,1,3,214.58,214.58,1077.65,0.00,0.00,81.16,0.8116,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
1710.6,1,4,214.58,214.58,1077.65,0.00,0.00,81.11,0.8111,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
1891.4,1,4,214.58,214.58,1077.65,0.00,0.00,80.79,0.8079,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
2072.0,1,5,214.58,214.58,1077.65,146.19,0.00,80.65,0.8065,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
2174.1,1,5,214.58,214.58,1077.65,0.00,0.00,2.08,0.0208,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
2355.2,1,5,214.58,214.58,1077.65,0.00,0.00,81.06,0.8106,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
2537.0,1,6,214.58,214.58,1077.65,0.00,0.00,81.77,0.8177,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
2717.7,1,6,214.58,214.58,1077.65,0.00,0.00,80.74,0.8074,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
2904.3,1,7,214.58,214.58,1077.65,146.19,0.00,86.64,0.8664,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
3005.2,1,7,214.58,214.58,1077.65,0.00,0.00,0.84,0.0084,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:23:29.912Z,"batch-detect cv mobile n=179"
