t_ms,run_idx,sheet_idx,js_heap_used_mb,js_heap_total_mb,js_heap_limit_mb,wasm_heap_cv_mb,wasm_heap_yolo_mb,event_loop_lag_ms,cpu_load_proxy,platform,timestamp,session_label
0.0,1,0,214.58,214.58,1077.65,121.81,0.00,0.00,0.0000,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:26:20.090Z,"batch-detect cv mobile n=179"
103.0,1,0,214.58,214.58,1077.65,0.00,0.00,2.95,0.0295,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:26:20.090Z,"batch-detect cv mobile n=179"
284.1,1,0,214.58,214.58,1077.65,0.00,0.00,81.12,0.8112,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:26:20.090Z,"batch-detect cv mobile n=179"
465.1,1,1,214.58,214.58,1077.65,0.00,0.00,81.00,0.8100,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:26:20.090Z,"batch-detect cv mobile n=179"
646.1,1,1,214.58,214.58,1077.65,0.00,0.00,81.04,0.8104,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:26:20.090Z,"batch-detect cv mobile n=179"
827.7,1,2,214.58,214.58,1077.65,0.00,0.00,81.56,0.8156,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:26:20.090Z,"batch-detect cv mobile n=179"
1008.2,1,2,214.58,214.58,1077.65,0.00,0.00,80.54,0.8054,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:26:20.090Z,"batch-detect cv mobile n=179"
1188.8,1,3,214.58,214.58,1077.65,121.81,0.00,80.57,0.8057,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:26:20.090Z,"batch-detect cv mobile n=179"
1289.3,1,3,214.58,214.58,1077.65,0.00,0.00,0.53,0.0053,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:26:20.090Z,"batch-detect cv mobile n=179"
1470.3,1,4,214.58,214.58,1077.65,121.81,0.00,80.93,0.8093,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:26:20.090Z,"batch-detect cv mobile n=179"
1648.0,1,4,214.58,214.58,1077.65,0.00,0.00,77.77,0.7777,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:26:20.090Z,"batch-detect cv mobile n=179"
1829.4,1,4,214.58,214.58,1077.65,0.00,0.00,81.34,0.8134,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:26:20.090Z,"batch-detect cv mobile n=179"
2010.3,1,5,214.58,214.58,1077.65,0.00,0.00,80.93,0.8093,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:26:20.090Z,"batch-detect cv mobile n=179"
2191.6,1,5,214.58,214.58,1077.65,0.00,0.00,81.25,0.8125,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:26:20.090Z,"batch-detect cv mobile n=179"
2372.5,1,6,214.58,214.58,1077.65,0.00,0.00,80.95,0.8095,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:26:20.090Z,"batch-detect cv mobile n=179"
