t_ms,run_idx,sheet_idx,js_heap_used_mb,js_heap_total_mb,js_heap_limit_mb,wasm_heap_cv_mb,wasm_heap_yolo_mb,event_loop_lag_ms,cpu_load_proxy,platform,timestamp,session_label
0.0,1,0,214.58,214.58,1077.65,121.81,0.00,0.00,0.0000,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:27:45.213Z,"batch-detect cv mobile n=179"
102.8,1,0,214.58,214.58,1077.65,0.00,0.00,2.73,0.0273,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:27:45.213Z,"batch-detect cv mobile n=179"
283.8,1,0,214.58,214.58,1077.65,0.00,0.00,81.09,0.8109,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:27:45.213Z,"batch-detect cv mobile n=179"
464.7,1,1,214.58,214.58,1077.65,0.00,0.00,80.87,0.8087,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:27:45.213Z,"batch-detect cv mobile n=179"
645.3,1,1,214.58,214.58,1077.65,0.00,0.00,80.61,0.8061,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:27:45.213Z,"batch-detect cv mobile n=179"
827.2,1,2,214.58,214.58,1077.65,0.00,0.00,81.89,0.8189,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:27:45.213Z,"batch-detect cv mobile n=179"
1008.3,1,2,214.58,214.58,1077.65,0.00,0.00,81.05,0.8105,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:27:45.213Z,"batch-detect cv mobile n=179"
1189.9,1,3,214.58,214.58,1077.65,0.00,0.00,81.62,0.8162,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:27:45.213Z,"batch-detect cv mobile n=179"
1371.1,1,3,214.58,214.58,1077.65,0.00,0.00,81.23,0.8123,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:27:45.213Z,"batch-detect cv mobile n=179"
1551.6,1,4,214.58,214.58,1077.65,0.00,0.00,80.49,0.8049,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-18T09:27:45.213Z,"batch-detect cv mobile n=179"
