t_ms,run_idx,sheet_idx,js_heap_used_mb,js_heap_total_mb,js_heap_limit_mb,wasm_heap_cv_mb,wasm_heap_yolo_mb,event_loop_lag_ms,cpu_load_proxy,platform,timestamp,session_label
0.0,1,0,214.58,214.58,1077.65,128.44,0.00,0.00,0.0000,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
110.7,1,0,214.58,214.58,1077.65,128.44,0.00,10.67,0.1067,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
221.1,1,0,214.58,214.58,1077.65,128.44,0.00,10.44,0.1044,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
322.0,1,0,214.58,214.58,1077.65,128.44,0.00,0.83,0.0083,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
423.4,1,0,214.58,214.58,1077.65,128.44,0.00,1.40,0.0140,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
525.1,1,0,214.58,214.58,1077.65,0.00,0.00,1.70,0.0170,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
706.1,1,1,214.58,214.58,1077.65,128.44,0.00,81.04,0.8104,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
852.3,1,1,214.58,214.58,1077.65,128.44,0.00,46.16,0.4616,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
979.3,1,1,214.58,214.58,1077.65,128.44,0.00,27.05,0.2705,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
1081.4,1,1,214.58,214.58,1077.65,128.44,0.00,2.07,0.0207,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
1186.5,1,1,214.58,214.58,1077.65,128.44,0.00,5.13,0.0513,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
1292.1,1,1,214.58,214.58,1077.65,0.00,0.00,5.58,0.0558,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
1473.9,1,2,214.58,214.58,1077.65,128.44,0.00,81.75,0.8175,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
1638.2,1,2,214.58,214.58,1077.65,128.44,0.00,64.39,0.6439,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
1765.7,1,2,214.58,214.58,1077.65,128.44,0.00,27.42,0.2742,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
1866.6,1,2,214.58,214.58,1077.65,128.44,0.00,0.89,0.0089,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
1969.5,1,2,214.58,214.58,1077.65,128.44,0.00,2.97,0.0297,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
2071.2,1,2,214.58,214.58,1077.65,0.00,0.00,1.63,0.0163,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
2254.2,1,3,214.58,214.58,1077.65,128.44,0.00,83.03,0.8303,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
2358.6,1,3,214.58,214.58,1077.65,128.44,0.00,4.38,0.0438,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
2464.5,1,3,214.58,214.58,1077.65,128.44,0.00,5.95,0.0595,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
2566.2,1,3,214.58,214.58,1077.65,128.44,0.00,1.71,0.0171,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
2667.8,1,3,214.58,214.58,1077.65,128.44,0.00,1.58,0.0158,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
2769.6,1,3,214.58,214.58,1077.65,0.00,0.00,1.80,0.0180,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
2951.7,1,3,214.58,214.58,1077.65,0.00,0.00,82.15,0.8215,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
3133.0,1,4,214.58,214.58,1077.65,128.44,0.00,81.24,0.8124,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
3269.0,1,4,214.58,214.58,1077.65,128.44,0.00,36.02,0.3602,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
3370.6,1,4,214.58,214.58,1077.65,128.44,0.00,1.62,0.0162,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
3472.3,1,4,214.58,214.58,1077.65,128.44,0.00,1.68,0.0168,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
3574.9,1,4,214.58,214.58,1077.65,0.00,0.00,2.60,0.0260,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",2026-06-19T13:12:17.435Z,"batch-detect yolocorner mobile n=179"
